Nationality;Discipline;Last Name;First Name;Age
SRB;CSP;BAJUK;ANASTAZIJA;23
SUI;ATH;KAMBUNDJI;MUJINGA;33
SUI;BDM;KUENZI;TOBIAS;27
SUI;CLB;LEHMANN;SASCHA;27
SUI;CRD;ZANETTI;LINDA;23
SUI;CTR;ANDRES;MICHELLE;28
SUI;EQU;GUERDAT;STEVE;43
SUI;ROW;SCHAETZLE;KAI;25
SUI;ROW;SCHAEUBLE;JAN;26
SUI;SWM;MITYUKOV;ROMAN;25
SUI;SWM;MAMIE;LISA;27
SUI;VBV;BOEBNER;ESMEE;26
SVK;SHO;HOCKOVA;VANESA;25
SWE;ATH;MONTLER;THOBIAS;29
SWE;CRD;SODERQVIST;JAKOB;22
SWE;CSL;OHRSTROM;ISAK;35
SWE;HBL;CARLSON;JENNY;30
SWE;HBL;KOPPANG;NINA;23
SWE;SWM;HANSSON;SOPHIE;27
SYR;JUD;BAYAN;HASAN;24
THA;BOX;SINSIRI;BUNJONG;33
TPE;ARC;CHIU;YI-CHING;22
TPE;ARC;CHIU;YI-CHING;22
TPE;BOX;KAN;CHIA WEI;27
TPE;SHO;YU;AI WEN;30
TTO;ATH;MC KAY;SHAKEEM;22
TUN;CSP;KHATTALI;GHAILENE;25
TUR;BOX;YILDIZ KAHRAMAN;ESRA;28
TUR;JUD;YILDIZ;SALIH;25
TUR;SAL;VATAN;MERVE;21
TUR;VVO;AYDIN;ILKIN;26
UGA;SWM;MUZITO;GLORIA ANNA;23
UKR;FBL;KHLAN;MAKSYM;22
UKR;TEN;KICHENOK;NADIIA;33
USA;ATH;OTTERDAHL;PAYTON;29
USA;BKB;CURRY;STEPHEN;37
USA;BOX;JONES;OMARI;23
USA;RU7;SEDRICK;ALEX;27
AUS;ROW;ROWE;GEORGIE;33
AUS;SWM;SHORT;SAMUEL;22
AUS;SWM;PERKINS;ALEXANDRIA;25
AUS;TRI;WILLIAN;LUKE;29
AUT;ATH;FUCHS;MARKUS;30
AUT;EQU;PUCK;GERFRIED;52
AZE;BOX;ALLAHVERDIYEV;MURAD;23
BAR;ATH;EVELYN;TRISTAN;27
BEL;ATH;PONETTE;HELENA;25
BEL;CRD;VAN AERT;WOUT;31
BRA;VBV;GONCALVES OLIVEIRA JUNIOR;EVANDRO;35
BRA;VVO;ALEXANDRE COSTA NUNES;NYEME VICTORIA;27
BUR;TKW;SAWADOGO;FAYSAL;29
FIJ;TKW;NAVUGA NAITASI;LOLOHEA;19
FIN;ATH;KUJANPAA;URHO;28
FRA;ARC;ADDIS;BAPTISTE;19
FRA;ATH;CAMPAGNE;TOM;25
FRA;ATH;SOMBE;DAVID;25
FRA;ATH;SPILLMANN;YANN;23
FRA;ATH;ZEZE;RYAN;27
FRA;CSL;HUG;ANGELE;25
FRA;DIV;LANDI;JULIETTE;18
FRA;FBL;KATOTO;MARIE-ANTOINETTE;27
FRA;FEN;PATRICE;SEBASTIEN;25
FRA;FEN;PAUTY;MAXIME;32
FRA;FEN;THIBUS;YSAORA;34
FRA;GAR;BOYER;MARINE;25
FRA;GRY;KARBANOV;HELENE;21
FRA;RU7;DUPONT;ANTOINE;29
FRA;SHO;JEDRZEJEWSKI;CAMILLE;23
FRA;SWM;YEBBA;WISSAM-AMAZIGH;25
FRA;SWM;JEHL;MARINA;24
FRA;TEN;ROGER-VASSELIN;EDOUARD;42
FRA;TKW;RAVET;CYRIAN;23
FRA;TKW;LAURIN;ALTHEA;24
FRA;TRI;BERGERE;LEO;29
FRA;VVO;BAH;HALIMATOU;22
FRA;VVO;RESPAUT;EMILIE;22
GAB;JUD;AYMARD;VIRGINIA;30
GBR;ARC;HALL;CONOR;30
GBR;GLF;FITZPATRICK;MATT;31
GBR;GTR;SONGHURST;ISABELLE;26
GBR;HOC;ALBERY;JAMES;30
GBR;ROW;ELWES;CHARLES;28
GBR;ROW;BOOTH;ESME;27
GBR;ROW;CAMPBELL-ORDE;ANNIE;30
GBR;SWM;BIRD;KIERAN;26
ITA;TKW;MATONTI;ILENIA ELISABETTA;21
ITA;VVO;BALASO;FABIO;30
ITA;VVO;ORRO;ALESSIA;27
JPN;BDM;KOBAYASHI;YUGO;30
JPN;BDM;SHIDA;CHIHARU;28
JPN;FEN;AZUMA;SERA;26
JPN;GTR;NISHIOKA;RYUSEI;22
JPN;HOC;OMOTO;SAKURAKO;27
JPN;RU7;KOGA;YOSHIYUKI;27
RUS;CRD;DRONOVA;TAMARA;32
ALB;WRE;VALIEV;CHERMEN;27
ARG;HOC;CAIRO;SOFIA;23
ARG;RU7;REVOL;GASTON;39
ARG;VVO;LOSER;AGUSTIN;28
BRA;TTE;TEODORO;GUILHERME;24
BUL;TEN;TOMOVA;VIKTORIYA;30
CAN;ATH;BLAKE;JEROME;30
CAN;BKB;OLYNYK;KELLY;34
CAN;CRD;GEE;DEREK;28
CAN;CSP;MACKENZIE;SLOAN;23
CAN;DIV;ZSOMBOR-MURRAY;NATHAN;22
CAN;FEN;GORDON;SHAUL;31
CAN;FEN;GUO;JESSICA ZI JIA;20
CAN;JUD;GAUTHIER DRAPEAU;FRANCOIS;27
CAN;JUD;DEGUCHI;KELLY;26
CAN;ROW;MOFFATT;JILL;32
CHN;SAL;CHEN;LINLIN;27
CHN;SHO;LI;YUEHONG;36
CHN;SHO;ZHAO;NAN;21
CHN;SWM;YU;YITING;20
CHN;TEN;YUAN;YUE;27
CHN;VVO;DING;XIA;35
CHN;WRE;FENG;ZIQI;26
CHN;WRE;WANG;JUAN;30
COL;FBL;SEPULVEDA;SANDRA;27
CRO;WPO;VRLIC;JOSIP;39
CUB;WRE;MARIN POTRILLE;MILAIMY DE LA CARIDAD;24
GER;CTR;SPIEGEL;LUCA;21
GER;CTR;BRAUSSE;FRANZISKA;27
GER;EQU;WEISHAUPT;PHILIPP;40
GER;EQU;WEISHAUPT;PHILIPP;40
GER;GAR;VOSS;SARAH;26
GER;GLF;JAEGER;STEPHAN;36
GER;HBL;GOLLA;JOHANNES;28
GER;HBL;MERTENS;LUKAS;29
GER;HOC;WINDFEDER;LUKAS;30
GER;JUD;WANDTKE;IGOR;35
GER;MTB;SCHWARZBAUER;LUCA;29
GER;OWS;MARTENS;LEONIE;21
GER;ROW;CHRIST;JULIUS;26
GER;SAL;BUHL;PHILIPP;36
GER;SAL;MEGGENDORFER;JAKOB;29
GER;SWM;SORGIUS;TIMO;22
GER;SWM;WINKLER;KAII;19
GER;SWM;MARTENS;LEONIE;21
GER;TEN;MARTERER;MAXIMILIAN;30
GER;WRE;LAZOGIANIS;LUCAS ALEXANDROS;24
GUA;ATH;BARRONDO;ERICK BERNABE;34
GUI;FBL;CAMARA;HENRY;19
GUI;FBL;CISSE;BANGALY;23
USA;ATH;CHATFIELD;EMELIA;24
HUN;FEN;KOCH;MATE TAMAS;26
HUN;HBL;LIGETVARI;PATRIK;29
HUN;HBL;FUEZI TOVIZI;PETRA ANITA;26
HUN;TTE;POTA;GEORGINA;40
HUN;WPO;HORVATH;BRIGITTA;29
INA;ARC;KAMAL;SYIFA NURAFIFAH;34
INA;BDM;GINTING;ANTHONY SINISUKA;29
INA;BDM;MENTARI;PITHA HANINGTYAS;26
IND;ATH;MACHETTIRA;POOVAMMA RAJU;35
IND;ATH;YARRAJI;JYOTHI;26
IND;BOX;JAISMINE;;24
IND;BOX;NIKHAT;ZAREEN;29
IND;SHO;ANISH;ANISH;23
IND;WLF;SAIKHOM;MIRABAI CHANU;31
IRL;ATH;FAVORS;ERIC;29
IRL;CTR;MURPHY;KELLY;36
IRL;ROW;HEGARTY;EMILY;27
IRL;RU7;KENNEDY;TERRY;29
IRL;RU7;BAKER;KATHY;27
ISR;ARC;DROR;ROY;20
ISR;ARC;MOSHE;MIKAELLA;22
ISR;CTR;YAKOVLEV;MIKHAIL;25
ISR;GAR;DOLGOPYAT;ARTEM;28
ISR;JUD;PALTCHIK;PETER;34
ISR;JUD;NELSON LEVY;TIMNA;31
ISR;SAL;LASRY;NOA;26
ISR;SHO;RICHTER;SERGEY;36
ITA;ATH;ORSONI;RICCARDO;25
ITA;ATH;STANO;MASSIMO;33
ITA;ATH;TECUCEANU;CATALIN;26
ITA;ATH;GEREVINI;SVEVA;29
ITA;CTR;FIDANZA;MARTINA;26
ITA;CTR;FIDANZA;MARTINA;26
ITA;CTR;VECE;MIRIAM;28
ITA;EQU;SANDEI;PIETRO;34
ITA;FEN;BIANCHI;GUILLAUME;28
ITA;GRY;BALDASSARRI;MILENA;24
ITA;MPN;CICINELLI;MATTEO;27
ITA;ROW;CODATO;ALICE;22
ITA;SHO;MONNA;PAOLO;27
ITA;SWM;FRANCESCHI;SARA;26
ITA;VVO;RUSSO;ROBERTO;28
ITA;VVO;LUBIAN;MARINA;25
ITA;WPO;DI FULVIO;FRANCESCO;32
ITA;WPO;IOCCHI GRATTA;MATTEO;23
ITA;WPO;CONDORELLI;GIUSEPPINA AURORA;24
ITA;WPO;PALMIERI;VALERIA;32
GBR;ATH;BRATHWAITE;RIKKOI;26
JAM;ATH;GAYLE;TAJAY;29
JAM;ATH;LEVELL;BRYAN;22
JPN;ATH;MIURA;RYUJI;23
JPN;ATH;SATO;FUGA;29
JPN;BDM;NAGAHARA;WAKANA;29
JPN;BDM;YAMAGUCHI;AKANE;28
JPN;CLB;ANRAKU;SORATO;19
JPN;EQU;OIWA;YOSHIAKI;49
JPN;FEN;MATSUYAMA;KYOSUKE;29
JPN;GAR;KAYA;KAZUMA;29
JPN;GAR;USHIOKU;KOHANE;21
JPN;JUD;MURAO;SANSHIRO;25
JPN;JUD;NAGAYAMA;RYUJU;29
JPN;JUD;ABE;UTA;25
JPN;ROW;HIROUCHI;EMI;29
JPN;SKB;AKAMA;LIZ;16
JPN;SWA;SATO;TOMOKA;24
JPN;SWM;MURASA;TATSUYA;18
KGZ;WRE;TYNYBEKOVA;AISULUU;32
KOR;CLB;SEO;CHAEHYUN;22
KOR;FEN;PARK;SANGWON;25
KOR;HBL;GIM;BOEUN;28
KOR;HBL;JEONG;JINHUI;26
KOR;HBL;RYU;EUN HEE;35
KOR;SHO;IM;HANA;26
KOR;SHO;JANG;KOOKHEE;25
KOR;SWA;LEE;RIYOUNG;25
KOR;TTE;JANG;WOOJIN;30
KOR;TTE;LIM;JONGHOON;28
KOS;SWM;SABOVIC;ADELL;23
LAT;ATH;SIETINA;ANETE;29
LAT;SWM;BOBROVS;DANIILS;28
LAT;TEN;OSTAPENKO;JELENA;28
LBR;ATH;MATADI;EMMANUEL;34
LTU;ATH;GUDZIUS;ANDRIUS;34
LTU;GAR;TVOROGAL;ROBERT;31
LTU;SWM;SAVICKAS;ALEKSAS;22
LUX;ARC;KLEIN;PIT;29
MAD;TTE;RAKOTOARIMANANA;FABIO;22
MAR;FBL;KECHTA;YASSINE;23
MAR;FBL;MAOUHOUB;MEHDI;22
MAS;ARC;MOHAMAD ZAIRI;ARIANA NUR DANIA;20
MDV;TTE;ALI;FATHIMATH;18
MEX;ARC;RUIZ;ANGELA;19
MEX;ATH;TAMAYO-GARZA;CECILIA;28
MEX;SWM;DE LARA OJEDA;MIGUEL ALEJANDRO;31
MGL;JUD;AMARSAIKHAN;ADIYASUREN;25
MHL;WLF;SASSER;MATHLYNN;29
MLI;FBL;DIAKITE;MOUSSA;22
MOZ;ATH;SABINO;STEVEN;19
NED;ATH;KLAVER;LIEKE;27
NED;CSL;TEUNISSEN;LENA;28
NED;HOC;KOOLEN;SANNE;29
NED;HOC;VEEN;MARIJN;29
NED;JUD;TSJAKADOEA;TORNIKE;29
NOR;ATH;SKOTHEIM;SANDER;23
NOR;SAL;MOBEKK;MINA;21
NZL;EQU;PRICE;TIM;46
NZL;FBL;BOXALL;MICHAEL;37
NZL;FBL;KELLY-HEALD;LUKAS;20
NZL;GAR;BROWN;GEORGIA-ROSE;30
NZL;RU7;NUKU;MANAIA;23
NZL;SAL;DAWSON;ERICA;31
NZL;SWM;THOMAS;EVE;24
POL;ATH;BEN HLIMA;MAHER;36
POL;ATH;SWOBODA;EWA;28
POL;CSP;GLAZUNOW;WIKTOR;32
POL;EQU;KNAP;WIKTORIA;26
POL;EQU;KORYCKA;MALGORZATA;33
POL;SWM;KALUSOWSKI;JAN;25
POL;SWM;SZTANDERA;DOMINIKA;28
POR;JUD;PINA;TAIS;21
POR;SAL;PIRES DE LIMA;MAFALDA;27
ROU;ATH;TALOS;ELENA ANDREEA;30
ROU;ROW;TUDOSA;CIPRIAN;28
ROU;WLF;TOMA;LOREDANA ELENA;30
ROU;WPO;FULEA;TUDOR-ANDREI;28
RSA;HOC;SPOONER;NICHOLAS;34
RSA;HOC;BOBBS;QUANITA;32
RSA;TRI;RIDDLE;JAMIE;25
RWA;FEN;UWIHOREYE;TUFAHA;30
RWA;MTB;MWAMIKAZI;JAZILLA;21
SAM;RU7;FALANIKO;FAAFOI;23
SAM;RU7;OPETAI;MOTU;24
SAM;WRE;AKAZAWA;GAKU;35
SEN;CSL;BOURHIS;YVES;27
SGP;BDM;YEO;JIA MIN;26
SLO;ARC;RAVNIKAR;ZIGA;26
SLO;ATH;HORVAT;ANITA;29
SLO;HBL;FERLIN;KLEMEN;36
SLO;HBL;ZARABEC;MIHA;34
SLO;HBL;SVETIK;MAJA;29
SRB;BKB;KATANIC;ALEKSANDRA;28
SRB;BOX;SHADRINA;NATALIA;35
SRB;CSP;NOVAKOVIC;MARKO;37
SRB;CSP;DOSTANIC;MARIJA;26
SRB;ROW;ARSIC;JOVANA;33
SRB;VVO;TODOROVIC;VUK;27
SRI;ATH;KARUNARATHNA;THARUSHI;21
SRI;BDM;NETTASINGHE;VIREN;22
SSD;BKB;SHAYOK;MARIAL;30
SUD;ROW;AHMED;ABDALLA;29
SUI;ATH;MUMENTHALER;TIMOTHE;23
SUI;CTR;VOGEL;ALEX;26
SUI;SWM;BOLLIN;THIERRY;25
SVK;ATH;FORSTER;VIKTORIA;23
SWE;ATH;WIKSTROM;CAROLINA;32
SWE;EQU;RAMEL;JULIETTE;38
SWE;HBL;CARLSBOGAARD;JONATHAN;30
SWE;JUD;BABULFATH;TARA;20
SWE;SAL;KARLSSON;LOVISA;30
SWE;SAL;NETZLER;REBECCA;30
SYR;EQU;HAMCHO;AMRE;30
TAN;ATH;SIMBU;ALPHONCE FELIX;33
THA;BOX;MANIKON;BAISON;24
THA;SKB;SUKASEM;VAREERAYA;14
THA;WLF;KHAMBAO;SURODCHANA;26
TKM;ATH;MEREDOVA;VALENTINA;41
TPE;ARC;TANG;CHIH-CHUN;24
TPE;GAR;TANG;CHIA-HUNG;29
TPE;JUD;YANG;YUNG WEI;28
TUN;ARC;ELWALID;RIHAB;27
TUR;SHO;TUZUN;OGUZHAN;43
UAE;JUD;BAYANMUNKH;NARMANDAKH;25
UAE;JUD;MAGOMEDOMAROV;MAGOMEDOMAR;24
UKR;BDM;BUHROVA;POLINA;21
UKR;DIV;KESAR;VIKTORIYA;32
UKR;FBL;KRYSKIV;DMYTRO;25
BLR;CRD;TSERAKH;HANNA;27
RUS;TEN;SHNAIDER;DIANA;21
ALG;ATH;TATAR;ZAHRA;33
ALG;CRD;HOUILI;NESRINE;22
ALG;CSL;BOUZIDI;CAROLE DIANA;40
ARG;HOC;MARCUCCI;TADEO;24
NED;SHO;ELHAGE;PHILIP;43
AUS;ATH;BUCHANAN;ANDREW;34
AUS;BKB;MELBOURNE;JADE;23
AUS;CSP;BEERE;ELLA;27
AUS;FBL;POLKINGHORNE;CLARE;36
AUS;HOC;NOBBS;KAITLIN;28
AUS;SWM;TITMUS;ARIARNE;25
AUS;VBV;CLANCY;TALIQUA;33
AUT;ATH;PALLITSCH;RAPHAEL;36
AUT;ATH;GOGL-WALLI;SUSANNE;29
AUT;SWM;REITSHAMMER;BERNHARD;31
BEL;ATH;BORLEE;DYLAN;33
BEL;ATH;SEGERS;DANIEL;24
BEL;CRD;BENOOT;TIESJ;31
BEL;EQU;THOMAS;GILLES;27
BEL;GLF;DETRY;THOMAS;32
BEL;ROW;VAN ZANDWEGHE;NIELS;29
BEN;SWM;DOUILLET;IONNAH ELIANE;18
BRA;ATH;DOS SANTOS;ALISON;25
BRA;CSL;GONCALVES;PEDRO;32
BRA;CSL;SATILA;ANA;29
BRA;EQU;DE FREITAS BARCHA;STEPHAN;36
BRA;HBL;VIEIRA;SAMARA;34
BRA;SKB;VARELLA;DORA;24
BRA;SWM;COSTA;GUILHERME;27
BRA;VVO;SILVA CARNEIRO;MACRIS FERNANDA;36
BRA;WRE;RODRIGUES PENALBER;GIULLIA;33
BRN;ATH;JEPKOSGEI;NELLY;34
CAN;ARC;PETERS;ERIC;28
CAN;ATH;BROWN;AARON;33
CAN;ATH;DE GRASSE;ANDRE;31
CAN;ATH;MORALES-WILLIAMS;CHRISTOPHER;21
CAN;BK3;PLOUFFE;KATHERINE;33
CAN;BKB;LYLES;TREY;30
CAN;BKB;COLLEY;SHAY;29
CAN;DIV;WIENS;RYLAN;24
CAN;FEN;VAN HAASTER;MAXIMILIEN;33
CAN;JUD;MARGELIDON;ARTHUR;32
CAN;RU7;WILLIAMS;CHARITY;29
CAN;SWM;AXON;ALEX;22
CAN;SWM;HESS;APOLLO;23
CAN;TEN;ANDREESCU;BIANCA;25
CAN;VVO;DEMYANENKO;DANNY;31
CAN;WPO;LEMAY-LAVOIE;ELYSE;31
CAN;WRE;TAYLOR;HANNAH FAY;27
CHA;ATH;BETOUDJI;VALENTIN;34
CHI;ATH;SAENZ DE SANTA MARIA;MARTIN;24
CHI;GLF;PEREIRA;GUILLERMO;30
CHI;ROW;ABAROA;CESAR;29
CHI;TEN;BARRIOS VERA;MARCELO TOMAS;28
CHN;ARC;WANG;YAN;25
CHN;ATH;ZHANG;JUN;27
CHN;ATH;LIU;HONG;38
CHN;ATH;NIU;CHUNGE;25
CHN;ATH;ZHANG;DESHUN;29
CHN;BKG;YING ZI;;32
CHN;GAR;QIU;QIYUAN;18
CHN;GLF;LIN;XIYU;29
CHN;HOC;FAN;YUNXIA;23
CHN;HOC;HE;JIANGXIN;28
CHN;ROW;CUI;XIAOTONG;31
CHN;SAL;HU;XIAOYU;26
CHN;SHO;WEI;MENG;36
CHN;SHO;ZHANG;XINQIU;31
CHN;SWA;CHANG;HAO;28
CHN;SWM;FEI;LIWEI;22
CHN;SWM;NIU;GUANGSHENG;21
CHN;WRE;LU;FENG;22
COD;SWM;MIANSADI;DIVINE;21
COL;ATH;DALMERO;ARNOVIS;25
COL;GLF;URIBE;MARIA JOSE;35
COM;SWM;SAADI;MAESHA;18
CRO;ATH;BJELJAC;BOJANA;36
CRO;HBL;KUZMANOVIC;DOMINIK;23
CRO;HBL;SRNA;ZVONIMIR;27
CRO;ROW;LONCARIC;PATRIK;25
CRO;ROW;SINKOVIC;MARTIN;36
CRO;SAL;CARGO;PALMA;25
CRO;SWM;MILJENIC;NIKOLA;27
CRO;WPO;POPADIC;TONI;31
CUB;ATH;MATHEUS;MELANY DEL PILAR;24
CUB;BOX;LA CRUZ PERAZA;JULIO CESAR;36
CUB;TKW;ALBA;RAFAEL;32
CZE;ATH;KUBELIK;EDUARD;23
CZE;ROW;LUKSOVA;LENKA;34
DEN;JUD;OLSEN;LAERKE;27
DOM;ATH;SANCHEZ;ERICK;28
DOM;FBL;DE LA CRUZ;OMAR;24
DOM;WLF;SANTANA PEGUERO;CRISMERY;30
ECU;ATH;CHACHA;ROSA ALVA;43
ECU;ATH;SUAREZ;GABRIELA ANAHI;24
ECU;WRE;YEPEZ GUZMAN;LUCIA YAMILETH;24
EGY;ATH;ELGAMEL;MOSTAFA;37
EGY;FBL;MOHAMED HAMDY;MOHAMED;22
EGY;FEN;ELSAYED;MAHMOUD;20
EGY;MPN;SHABAN;MOHANAD;25
EGY;VBV;ELGHOBASHY;DOAA;29
SYR;SWM;MASO;ALAA;26
ERI;ATH;TESFU;DOLSHI;26
ESP;ATH;NOVALES;TARIKU;27
ESP;FBL;PUTELLAS;ALEXIA;31
ESP;HOC;CUNILL;PEPE;24
ESP;SAL;BARRIO GARCIA;ANDRES;26
ESP;SAL;PULIDO BORRELL;GISELA;31
ESP;SWM;DE CELIS MONTALBAN;SERGIO;25
ESP;SWM;VALL MONTERO;JESSICA;37
ESP;VBV;HERRERA ALLEPUZ;PABLO;43
EST;ARC;PARNAT;REENA;32
EST;ROW;RAJA;ALLAR;42
EST;SWM;JEFIMOVA;ENELI;19
FIJ;RU7;LOMANI;KOLORA;26
FIN;EQU;KANERVA;EMMA;40
FIN;SAL;EKLUND;JAKOB;26
FIN;SWM;MATTSSON;MATTI;32
FRA;ATH;TUPAIA;TEURA'ITERA'I;25
FRA;ATH;ROLLIN;MELINE;27
FRA;BDM;DELRUE;DELPHINE;27
FRA;BKB;SALAUN;JANELLE;24
FRA;CSL;PRIGENT;CAMILLE;28
FRA;CTR;GRENGBO;FLORIAN;25
FRA;FBL;LOCKO;BRADLEY;23
FRA;FEN;MALLO-BRETON;AURIANE;32
FRA;GRY;JOSEPH-NOEL;CELIA;22
FRA;HOC;THIEFFRY;ARTHUR;36
FRA;JUD;DIESSE;AURELIEN;28
FRA;SWM;MARCHAND;LEON;23
FRA;SWM;KIRPICHNIKOVA;ANASTASIIA;25
FRA;TRI;LOMBARDI;EMMA;24
FRA;TTE;LEBRUN;ALEXIS;22
FRA;VVO;PATRY;JEAN;29
GBR;ATH;DOBSON;CHARLES;26
GBR;ATH;REARDON;SAMUEL;22
GBR;CRD;TARLING;JOSHUA MICHAEL;21
GBR;CTR;WOOD;OLIVER;30
GBR;JUD;GILES;CHELSIE;28
GBR;SWM;GREENBANK;LUKE;28
GER;ATH;ABUAKU;JOSHUA;29
GER;EQU;JUNG;MICHAEL;43
GRE;SHO;MOSCHI;CHRISTINA;23
GRE;WPO;GENIDOUNIAS;KONSTANTINOS;32
HKG;BDM;LEE;CHEUK YIU;29
HUN;FEN;MUHARI;ESZTER;23
HUN;SHO;PENI;ISTVAN;28
HUN;WPO;VOGEL;SOMA;28
HUN;WPO;ZALANKI;GERGO;30
INA;ARC;CHOIRUNISA;DIANANDA;28
INA;SHO;GUSTAFIAN;FATHUR;27
IND;HOC;SINGH;SUKHJEET;29
IND;SAL;KUMANAN;NETHRA;28
IND;SHO;CHEEMA;ARJUN SINGH;24
JAM;ATH;RUSSELL;JANIEVE;32
JAM;ATH;SMITH;ACKELIA;23
JAM;ATH;WILLIAMS;STACEY ANN;26
JPN;ARC;SAITO;FUMIYA;21
JPN;ATH;OGAWA;DAIKI;22
JPN;ATH;KOKAI;HARUKA;22
JPN;BKB;MAWULI;EVELYN;30
JPN;BKB;MIYAZAWA;YUKI;32
JPN;BKB;MOTOHASHI;NAKO;32
JPN;CLB;NONAKA;MIHO;28
JPN;CTR;HASHIMOTO;EIYA;32
JPN;CTR;HASHIMOTO;EIYA;32
JPN;CTR;KAJIHARA;YUMI;28
JPN;DIV;TAMAI;RIKUTO;19
JPN;FBL;ARAKI;RYOTARO;23
JPN;FBL;HASEGAWA;YUI;28
JPN;ROW;ARAKAWA;RYUTA;31
JPN;ROW;FURUTA;NAOKI;29
JPN;RU7;TANAKA;EMII;26
JPN;SKB;ONODERA;GINWOO;15
JPN;SWA;HIGA;MOE;18
JPN;SWM;HIRAI;MIZUKI;18
JPN;VVO;ARAKI;AYAKA;24
JPN;VVO;WADA;YUKIKO;23
JPN;WPO;INABA;YUSUKE;25
JPN;WRE;HIGUCHI;REI;29
KAZ;ARC;ABDULLIN;ILFAT;27
KAZ;ATH;YEFREMOV;DAVID;26
KAZ;ATH;DUBOVITSKAYA;NADEZHDA;27
KAZ;JUD;SHARKHAN;NURLYKHAN;25
KAZ;SWM;MUSSIN;ADILBEK;26
KAZ;WRE;BATIRMURZAEV;YUSUP;29
KAZ;WRE;TURSYNOV;NURSULTAN;34
KEN;ATH;MATEIKO;DANIEL;27
KEN;ATH;CHEPCHIRCHIR;NELLY;22
KEN;RU7;WEKESA;KEVIN;25
KGZ;WRE;ISMAILOV;AMANTUR;28
KOR;ARC;JEON;HUNYOUNG;31
KOR;BDM;JEON;HYEOKJIN;30
KOR;CLB;LEE;DOHYUN;23
KOR;DIV;SHIN;JUNGWHI;24
KOR;DIV;WOO;HARAM;27
KOR;DIV;YI;JAEGYEONG;26
KOR;DIV;KIM;NAHYUN;22
KOR;GLF;YANG;HEE YOUNG;36
KOR;JUD;LEE;JOONHWAN;23
KOR;SHO;KEUM;JIHYEON;25
KOR;SWM;JI;YUCHAN;23
KOR;SWM;LEE;YOOYEON;25
KOR;TKW;PARK;TAEJOON;21
LAT;ATH;KREISS;VALTERS;22
LTU;ATH;JASIUNAITE;LIVETA;31
LTU;ROW;ADOMAVICIUTE;IEVA;31
LTU;ROW;KRALIKAITE;KAMILE;24
LTU;SAL;JASIUNAS;RYTIS;31
LTU;SWM;RAPSYS;DANAS;30
LTU;SWM;RAPSYS;DANAS;30
LUX;ATH;VAN DER WEKEN;PATRIZIA;26
MAR;EQU;RAHMOUNI;YESSIN;41
CAN;EQU;SLAOUI;NOOR;30
MAS;CRD;MOHAMAD ZUBIR;NUR AISYAH;28
MDA;SWM;SALCUTAN;TATIANA;24
MDA;WRE;SACULTAN;MAXIM;29
MEX;ATH;LOPEZ;JESUS TONATIU;28
MEX;ATH;PALMA OLIVARES;EVER JAIR;33
MEX;ATH;HERNANDEZ FLORES;MARGARITA;40
MEX;CSP;BRIONES FRAGOZA;BEATRIZ;26
MEX;SAL;AGUILAR CHAVEZ PEON;MARIANA;26
MEX;SHO;ZAVALA VAZQUEZ;ALEJANDRA;41
MNE;WPO;PERKOVIC;MIROSLAV;24
MRI;JUD;FEUILLET;REMI;33
NED;ARC;ROEFFEN;QUINTY;20
NED;CSL;OTTEN;JORIS;28
NED;CTR;VAN DE WOUW;HETTY;27
NED;JUD;VAN LIESHOUT;JOANNE;23
NED;SWM;DE JONG;IMANI;23
NED;TEN;GRIEKSPOOR;TALLON;29
NGR;ATH;OLATOYE;OYESADE;28
NIG;SWM;MAMANE HAMISSOU ABBA;MAROUANE;16
NOR;ATH;INGEBRIGTSEN;JAKOB;25
NOR;ATH;ERIKSEN;JOSEFINE TOMINE;25
NOR;ATH;KLOSTER;LINE;35
NOR;HBL;HERREM;CAMILLA;39
NOR;HBL;JACOBSEN;MARIT;31
NOR;HBL;OFTEDAL;STINE BREDAL;34
NOR;ROW;JUEL;JONAS SLETTEMARK;26
NOR;SAL;ROENNINGEN;MARIE;31
NZL;ATH;WALSH;TOM;33
NZL;FBL;SUTTON;SAM;24
NZL;HOC;BUSCHL;MALACHI;26
NZL;ROW;HAINES;KATE;26
NZL;SWM;TOREPE-ORMSBY;TAIKO;22
PAR;FBL;ENCISO;JULIO;21
PHI;ATH;OBIENA;ERNEST JOHN;30
USA;GAR;RUIVIVAR;LEVI;19
POL;EQU;SYSOJEVA;SANDRA;42
POL;SHO;KOWALEWICZ;MACIEJ;26
POL;VVO;LUKASIK;MARTYNA;26
POL;VVO;STENZEL;MARIA;27
POR;ATH;BANDEIRA;ELIANA;29
USA;BKB;ORTIZ;CHRISTOPHER;32
USA;BKB;GIBSON;ALI;32
USA;SAL;FERNANDEZ GAMBOA;PEDRO LUIS;28
ROU;FEN;CALUGAREANU;MALINA;29
ROU;WRE;AXENTE;CATALINA;30
RSA;ATH;BLIGNAUT;KYLE;26
RSA;GAR;ROOSKRANTZ;CAITLIN;24
RSA;SWM;SMITH;TATJANA;28
SGP;SWM;GAN;CHING HWEE;22
SUI;JUD;NDIAYE;BINTA;21
SVK;CRD;JENCUSOVA;NORA;23
SWE;BOX;ALEXIUSSON;AGNES;29
THA;BDM;KEDREN;KITTINUPONG;29
THA;BOX;PANMOT;THITISAN;25
THA;TKW;TUBTIMDANG;BANLUNG;20
